# Nx=100 Ny=100 cell=300.0 lambda=13.50
# i j x_nm y_nm |E|^2 Re(Ey)
0 0 0.000000 0.000000 0.55822489877406167 2.8790036064809097e-07
0 1 0.000000 3.030303 0.55854761458945423 8.6256486981863082e-07
0 2 0.000000 6.060606 0.55919218833005058 1.4338252294980364e-06
0 3 0.000000 9.090909 0.56015690104499372 1.9994269360306776e-06
0 4 0.000000 12.121212 0.56143916649770786 2.5571378178797046e-06
0 5 0.000000 15.151515 0.56303552211600338 3.1047568449883274e-06
0 6 0.000000 18.181818 0.56494161745673943 3.6401228152398843e-06
0 7 0.000000 21.212121 0.5671522006279992 4.1611228837352483e-06
0 8 0.000000 24.242424 0.56966110320725716 4.6657009012263414e-06
0 9 0.000000 27.272727 0.57246122427979029 5.1518655287979017e-06
0 10 0.000000 30.303030 0.57554451429596354 5.6176980967724054e-06
0 11 0.000000 33.333333 0.57890195950763446 6.0613601768227033e-06
0 12 0.000000 36.363636 0.58252356779154713 6.4811008374087383e-06
0 13 0.000000 39.393939 0.58639835670024787 6.8752635539044646e-06
0 14 0.000000 42.424242 0.59051434459802432 7.2422927461437329e-06
0 15 0.000000 45.454545 0.59485854574018371 7.5807399175844027e-06
0 16 0.000000 48.484848 0.5994169701384251 7.8892693718626268e-06
0 17 0.000000 51.515152 0.60417462902317831 8.1666634841760839e-06
0 18 0.000000 54.545455 0.60911554666594225 8.4118275066927562e-06
0 19 0.000000 57.575758 0.61422277926140378 8.6237938890205732e-06
0 20 0.000000 60.606061 0.61947844149136189 8.8017260966867156e-06
0 21 0.000000 63.636364 0.62486374130125732 8.9449219125569923e-06
0 22 0.000000 66.666667 0.63035902331679128 9.0528162081661695e-06
0 23 0.000000 69.696970 0.63594382121417825 9.1249831740216028e-06
0 24 0.000000 72.727273 0.6415969192347889 9.1611380000791383e-06
0 25 0.000000 75.757576 0.6472964229050896 9.1611379997577571e-06
0 26 0.000000 78.787879 0.6530198388879489 9.124983173058816e-06
0 27 0.000000 81.818182 0.65874416375356393 9.0528162065657397e-06
0 28 0.000000 84.848485 0.66444598131966526 8.9449219103252773e-06
0 29 0.000000 87.878788 0.67010156807345767 8.8017260938324687e-06
0 30 0.000000 90.909091 0.67568700605407483 8.623793885555087e-06
0 31 0.000000 93.939394 0.68117830244637201 8.4118275026297153e-06
0 32 0.000000 96.969697 0.68655151501664269 8.1666634795315262e-06
0 33 0.000000 100.000000 0.69178288241032715 7.8892693666548378e-06
0 34 0.000000 103.030303 0.69684895823275816 7.5807399118339867e-06
0 35 0.000000 106.060606 0.70172674774814969 7.2422927398733436e-06
0 36 0.000000 109.090909 0.70639384596080523 6.8752635471388635e-06
0 37 0.000000 112.121212 0.71082857578714886 6.4811008301746331e-06
0 38 0.000000 115.151515 0.71501012498870464 6.061360169148633e-06
0 39 0.000000 118.181818 0.71891868051525454 5.6176980886886719e-06
0 40 0.000000 121.212121 0.72253555890466037 5.1518655203364043e-06
0 41 0.000000 124.242424 0.72584333140138335 4.6657008924204802e-06
0 42 0.000000 127.272727 0.72882594248957244 4.1611228746197567e-06
0 43 0.000000 130.303030 0.73146882058833951 3.6401228058507329e-06
0 44 0.000000 133.333333 0.73375897972591131 3.1047568353626005e-06
0 45 0.000000 136.363636 0.73568511109486667 2.5571378080553726e-06
0 46 0.000000 139.393939 0.7372376634914779 1.9994269260465063e-06
0 47 0.000000 142.424242 0.73840891175698908 1.433825219393439e-06
0 48 0.000000 145.454545 0.73919301246581337 8.6256485963348759e-07
0 49 0.000000 148.484848 0.73958604624345559 2.8790035042257815e-07
0 50 0.000000 151.515152 0.73958604624345592 -2.8790036996066876e-07
0 51 0.000000 154.545455 0.73919301246581415 -8.6256487913120602e-07
0 52 0.000000 157.575758 0.73840891175699042 -1.4338252388106116e-06
0 53 0.000000 160.606061 0.73723766349148012 -1.999426945343256e-06
0 54 0.000000 163.636364 0.73568511109486912 -2.557137827192283e-06
0 55 0.000000 166.666667 0.73375897972591453 -3.1047568543009062e-06
0 56 0.000000 169.696970 0.73146882058834317 -3.6401228245524631e-06
0 57 0.000000 172.727273 0.72882594248957688 -4.1611228930478266e-06
0 58 0.000000 175.757576 0.72584333140138835 -4.6657009105389207e-06
0 59 0.000000 178.787879 0.72253555890466581 -5.1518655381104801e-06
0 60 0.000000 181.818182 0.71891868051526042 -5.617698106084977e-06
0 61 0.000000 184.848485 0.71501012498871086 -6.0613601861352681e-06
0 62 0.000000 187.878788 0.71082857578715541 -6.4811008467213167e-06
0 63 0.000000 190.909091 0.70639384596081212 -6.8752635632170574e-06
0 64 0.000000 193.939394 0.70172674774815702 -7.2422927554563112e-06
0 65 0.000000 196.969697 0.69684895823276571 -7.5807399268969811e-06
0 66 0.000000 200.000000 0.69178288241033503 -7.8892693811751916e-06
0 67 0.000000 203.030303 0.68655151501665101 -8.1666634934886488e-06
0 68 0.000000 206.060606 0.68117830244638033 -8.4118275160053346e-06
0 69 0.000000 209.090909 0.67568700605408349 -8.6237938983331516e-06
0 70 0.000000 212.121212 0.67010156807346621 -8.801726105999294e-06
0 71 0.000000 215.151515 0.66444598131967392 -8.9449219218695707e-06
0 72 0.000000 218.181818 0.6587441637535727 -9.0528162174787479e-06
0 73 0.000000 221.212121 0.65301983888795789 -9.1249831833341964e-06
0 74 0.000000 224.242424 0.64729642290509826 -9.1611380093917032e-06
