# Nx=1000 Ny=4 Lx=3500.0 Ly=67.5 lambda=13.50
# i j x_nm y_nm |E|^2 Re(Ey)
0 0 0.000000 0.000000 0.60100260965063201 0
0 1 0.000000 22.500000 0.60100260965063201 0
0 2 0.000000 45.000000 0.60100260965063201 0
0 3 0.000000 67.500000 0.60100260965063201 0
1 0 3.503504 0.000000 0.60083643941037868 0
1 1 3.503504 22.500000 0.60083643941037868 0
1 2 3.503504 45.000000 0.60083643941037868 0
1 3 3.503504 67.500000 0.60083643941037868 0
2 0 7.007007 0.000000 0.6005193219194257 0
2 1 7.007007 22.500000 0.6005193219194257 0
2 2 7.007007 45.000000 0.6005193219194257 0
2 3 7.007007 67.500000 0.6005193219194257 0
3 0 10.510511 0.000000 0.60008026047395069 0
3 1 10.510511 22.500000 0.60008026047395069 0
3 2 10.510511 45.000000 0.60008026047395069 0
3 3 10.510511 67.500000 0.60008026047395069 0
4 0 14.014014 0.000000 0.59955930737621776 0
4 1 14.014014 22.500000 0.59955930737621776 0
4 2 14.014014 45.000000 0.59955930737621776 0
4 3 14.014014 67.500000 0.59955930737621776 0
5 0 17.517518 0.000000 0.59900382972711386 0
5 1 17.517518 22.500000 0.59900382972711386 0
5 2 17.517518 45.000000 0.59900382972711386 0
5 3 17.517518 67.500000 0.59900382972711386 0
6 0 21.021021 0.000000 0.59846414990493113 0
6 1 21.021021 22.500000 0.59846414990493113 0
6 2 21.021021 45.000000 0.59846414990493113 0
6 3 21.021021 67.500000 0.59846414990493113 0
7 0 24.524525 0.000000 0.59798898170212578 0
7 1 24.524525 22.500000 0.59798898170212578 0
7 2 24.524525 45.000000 0.59798898170212578 0
7 3 24.524525 67.500000 0.59798898170212578 0
8 0 28.028028 0.000000 0.597621078774077 0
8 1 28.028028 22.500000 0.597621078774077 0
8 2 28.028028 45.000000 0.597621078774077 0
8 3 28.028028 67.500000 0.597621078774077 0
9 0 31.531532 0.000000 0.59739346862721587 0
9 1 31.531532 22.500000 0.59739346862721587 0
9 2 31.531532 45.000000 0.59739346862721587 0
9 3 31.531532 67.500000 0.59739346862721587 0
10 0 35.035035 0.000000 0.59732657548577783 0
10 1 35.035035 22.500000 0.59732657548577783 0
