# Nx=1000 Ny=4 Lx=3500.0 Ly=67.5 lambda=13.50
# i j x_nm y_nm |E|^2 Re(Ey)
0 0 0.000000 0.000000 0.62911563305871865 0.050782799713348439
0 1 0.000000 22.500000 0.62911563305871865 0.050782799713348439
0 2 0.000000 45.000000 0.62911563305871865 0.050782799713348439
0 3 0.000000 67.500000 0.62911563305871865 0.050782799713348439
1 0 3.503504 0.000000 0.62866504176646998 0.05032449968612937
1 1 3.503504 22.500000 0.62866504176646998 0.05032449968612937
1 2 3.503504 45.000000 0.62866504176646998 0.05032449968612937
1 3 3.503504 67.500000 0.62866504176646998 0.05032449968612937
2 0 7.007007 0.000000 0.62763904555608929 0.049867843716088295
2 1 7.007007 22.500000 0.62763904555608929 0.049867843716088295
2 2 7.007007 45.000000 0.62763904555608929 0.049867843716088295
2 3 7.007007 67.500000 0.62763904555608929 0.049867843716088295
3 0 10.510511 0.000000 0.62621534613061913 0.049491305957335259
3 1 10.510511 22.500000 0.62621534613061913 0.049491305957335259
3 2 10.510511 45.000000 0.62621534613061913 0.049491305957335259
3 3 10.510511 67.500000 0.62621534613061913 0.049491305957335259
4 0 14.014014 0.000000 0.62463956611572724 0.049259545630864238
4 1 14.014014 22.500000 0.62463956611572724 0.049259545630864238
4 2 14.014014 45.000000 0.62463956611572724 0.049259545630864238
4 3 14.014014 67.500000 0.62463956611572724 0.049259545630864238
5 0 17.517518 0.000000 0.62318267138497774 0.04921230644918699
5 1 17.517518 22.500000 0.62318267138497774 0.04921230644918699
5 2 17.517518 45.000000 0.62318267138497774 0.04921230644918699
5 3 17.517518 67.500000 0.62318267138497774 0.04921230644918699
6 0 21.021021 0.000000 0.62209450818704748 0.049357602862982429
6 1 21.021021 22.500000 0.62209450818704748 0.049357602862982429
6 2 21.021021 45.000000 0.62209450818704748 0.049357602862982429
6 3 21.021021 67.500000 0.62209450818704748 0.049357602862982429
7 0 24.524525 0.000000 0.62156134072322122 0.049670360997617242
7 1 24.524525 22.500000 0.62156134072322122 0.049670360997617242
7 2 24.524525 45.000000 0.62156134072322122 0.049670360997617242
7 3 24.524525 67.500000 0.62156134072322122 0.049670360997617242
8 0 28.028028 0.000000 0.62167435686437578 0.05009674463604695
8 1 28.028028 22.500000 0.62167435686437578 0.05009674463604695
8 2 28.028028 45.000000 0.62167435686437578 0.05009674463604695
8 3 28.028028 67.500000 0.62167435686437578 0.05009674463604695
9 0 31.531532 0.000000 0.62241421354661364 0.050563420067067134
9 1 31.531532 22.500000 0.62241421354661364 0.050563420067067134
9 2 31.531532 45.000000 0.62241421354661364 0.050563420067067134
9 3 31.531532 67.500000 0.62241421354661364 0.050563420067067134
10 0 35.035035 0.000000 0.62365414969463984 0.050990165756794777
10 1 35.035035 22.500000 0.62365414969463984 0.050990165756794777
10 2 35.035035 45.000000 0.62365414969463984 0.050990165756794777
10 3 35.035035 67.500000 0.62365414969463984 0.050990165756794777
11 0 38.538539 0.000000 0.62518129789612398 0.051303659134788869
11 1 38.538539 22.500000 0.62518129789612398 0.051303659134788869
11 2 38.538539 45.000000 0.62518129789612398 0.051303659134788869
11 3 38.538539 67.500000 0.62518129789612398 0.051303659134788869
12 0 42.042042 0.000000 0.6267328786821672 0.051450071678857665
12 1 42.042042 22.500000 0.6267328786821672 0.051450071678857665
12 2 42.042042 45.000000 0.6267328786821672 0.051450071678857665
12 3 42.042042 67.500000 0.6267328786821672 0.051450071678857665
13 0 45.545546 0.000000 0.62804135006975348 0.051404309283067051
13 1 45.545546 22.500000 0.62804135006975348 0.051404309283067051
