# Nx=1000 Ny=4 Lx=3500.0 Ly=67.5 lambda=13.50
# i j x_nm y_nm |E|^2 Re(Ey)
0 0 0.000000 0.000000 0.62455031583170173 0
0 1 0.000000 22.500000 0.62455031583170173 0
0 2 0.000000 45.000000 0.62455031583170173 0
0 3 0.000000 67.500000 0.62455031583170173 0
1 0 3.503504 0.000000 0.62354199204019489 0
1 1 3.503504 22.500000 0.62354199204019489 0
1 2 3.503504 45.000000 0.62354199204019489 0
1 3 3.503504 67.500000 0.62354199204019489 0
2 0 7.007007 0.000000 0.62205331974049893 0
2 1 7.007007 22.500000 0.62205331974049893 0
2 2 7.007007 45.000000 0.62205331974049893 0
2 3 7.007007 67.500000 0.62205331974049893 0
3 0 10.510511 0.000000 0.62034130699973133 0
3 1 10.510511 22.500000 0.62034130699973133 0
3 2 10.510511 45.000000 0.62034130699973133 0
3 3 10.510511 67.500000 0.62034130699973133 0
4 0 14.014014 0.000000 0.61870068836398417 0
4 1 14.014014 22.500000 0.61870068836398417 0
4 2 14.014014 45.000000 0.61870068836398417 0
4 3 14.014014 67.500000 0.61870068836398417 0
5 0 17.517518 0.000000 0.61741311336671101 0
5 1 17.517518 22.500000 0.61741311336671101 0
5 2 17.517518 45.000000 0.61741311336671101 0
5 3 17.517518 67.500000 0.61741311336671101 0
6 0 21.021021 0.000000 0.61669902676209865 0
6 1 21.021021 22.500000 0.61669902676209865 0
6 2 21.021021 45.000000 0.61669902676209865 0
6 3 21.021021 67.500000 0.61669902676209865 0
7 0 24.524525 0.000000 0.61668031416447988 0
7 1 24.524525 22.500000 0.61668031416447988 0
7 2 24.524525 45.000000 0.61668031416447988 0
7 3 24.524525 67.500000 0.61668031416447988 0
8 0 28.028028 0.000000 0.61735979086424797 0
8 1 28.028028 22.500000 0.61735979086424797 0
8 2 28.028028 45.000000 0.61735979086424797 0
8 3 28.028028 67.500000 0.61735979086424797 0
9 0 31.531532 0.000000 0.6186207942147367 0
9 1 31.531532 22.500000 0.6186207942147367 0
9 2 31.531532 45.000000 0.6186207942147367 0
9 3 31.531532 67.500000 0.6186207942147367 0
10 0 35.035035 0.000000 0.6202469320989541 0
10 1 35.035035 22.500000 0.6202469320989541 0
10 2 35.035035 45.000000 0.6202469320989541 0
10 3 35.035035 67.500000 0.6202469320989541 0
11 0 38.538539 0.000000 0.62195882878395992 0
11 1 38.538539 22.500000 0.62195882878395992 0
11 2 38.538539 45.000000 0.62195882878395992 0
11 3 38.538539 67.500000 0.62195882878395992 0
12 0 42.042042 0.000000 0.62346188010720749 0
12 1 42.042042 22.500000 0.62346188010720749 0
12 2 42.042042 45.000000 0.62346188010720749 0
12 3 42.042042 67.500000 0.62346188010720749 0
13 0 45.545546 0.000000 0.62449700902513527 0
13 1 45.545546 22.500000 0.62449700902513527 0
13 2 45.545546 45.000000 0.62449700902513527 0
13 3 45.545546 67.500000 0.62449700902513527 0
14 0 49.049049 0.000000 0.62488563380813544 0
