# Nx=1000 Ny=4 Lx=3500.0 Ly=67.5 lambda=13.50
# i j x_nm y_nm |E|^2 Re(Ey)
0 0 0.000000 0.000000 0.62487288145597397 0.014526160297679403
0 1 0.000000 22.500000 0.62487288145597397 0.014526160297679403
0 2 0.000000 45.000000 0.62487288145597397 0.014526160297679403
0 3 0.000000 67.500000 0.62487288145597397 0.014526160297679403
1 0 3.503504 0.000000 0.62447276271962016 0.014682541642583608
1 1 3.503504 22.500000 0.62447276271962016 0.014682541642583608
1 2 3.503504 45.000000 0.62447276271962016 0.014682541642583608
1 3 3.503504 67.500000 0.62447276271962016 0.014682541642583608
2 0 7.007007 0.000000 0.62343004014355485 0.014800782748111252
2 1 7.007007 22.500000 0.62343004014355485 0.014800782748111252
2 2 7.007007 45.000000 0.62343004014355485 0.014800782748111252
2 3 7.007007 67.500000 0.62343004014355485 0.014800782748111252
3 0 10.510511 0.000000 0.62192440977422825 0.014860522630490765
3 1 10.510511 22.500000 0.62192440977422825 0.014860522630490765
3 2 10.510511 45.000000 0.62192440977422825 0.014860522630490765
3 3 10.510511 67.500000 0.62192440977422825 0.014860522630490765
4 0 14.014014 0.000000 0.62021528971774753 0.014851450774408102
4 1 14.014014 22.500000 0.62021528971774753 0.014851450774408102
4 2 14.014014 45.000000 0.62021528971774753 0.014851450774408102
4 3 14.014014 67.500000 0.62021528971774753 0.014851450774408102
5 0 17.517518 0.000000 0.61859681271252354 0.014775086165417894
5 1 17.517518 22.500000 0.61859681271252354 0.014775086165417894
5 2 17.517518 45.000000 0.61859681271252354 0.014775086165417894
5 3 17.517518 67.500000 0.61859681271252354 0.014775086165417894
6 0 21.021021 0.000000 0.61734714464830676 0.014644523199886354
6 1 21.021021 22.500000 0.61734714464830676 0.014644523199886354
6 2 21.021021 45.000000 0.61734714464830676 0.014644523199886354
6 3 21.021021 67.500000 0.61734714464830676 0.014644523199886354
7 0 24.524525 0.000000 0.61668090945200693 0.014482186933146242
7 1 24.524525 22.500000 0.61668090945200693 0.014482186933146242
7 2 24.524525 45.000000 0.61668090945200693 0.014482186933146242
7 3 24.524525 67.500000 0.61668090945200693 0.014482186933146242
8 0 28.028028 0.000000 0.61671270964680081 0.014315982382904029
8 1 28.028028 22.500000 0.61671270964680081 0.014315982382904029
8 2 28.028028 45.000000 0.61671270964680081 0.014315982382904029
8 3 28.028028 67.500000 0.61671270964680081 0.014315982382904029
9 0 31.531532 0.000000 0.61743769566568885 0.014174498943078692
9 1 31.531532 22.500000 0.61743769566568885 0.014174498943078692
9 2 31.531532 45.000000 0.61743769566568885 0.014174498943078692
9 3 31.531532 67.500000 0.61743769566568885 0.014174498943078692
10 0 35.035035 0.000000 0.6187322935910512 0.014082093844947886
10 1 35.035035 22.500000 0.6187322935910512 0.014082093844947886
10 2 35.035035 45.000000 0.6187322935910512 0.014082093844947886
10 3 35.035035 67.500000 0.6187322935910512 0.014082093844947886
11 0 38.538539 0.000000 0.62037498372065769 0.014054699957182698
11 1 38.538539 22.500000 0.62037498372065769 0.014054699957182698
11 2 38.538539 45.000000 0.62037498372065769 0.014054699957182698
11 3 38.538539 67.500000 0.62037498372065769 0.014054699957182698
12 0 42.042042 0.000000 0.62208382140209106 0.014097079277532539
12 1 42.042042 22.500000 0.62208382140209106 0.014097079277532539
12 2 42.042042 45.000000 0.62208382140209106 0.014097079277532539
12 3 42.042042 67.500000 0.62208382140209106 0.014097079277532539
13 0 45.545546 0.000000 0.62356459390961683 0.014201995437759088
13 1 45.545546 22.500000 0.62356459390961683 0.014201995437759088
13 2 45.545546 45.000000 0.62356459390961683 0.014201995437759088
13 3 45.545546 67.500000 0.62356459390961683 0.014201995437759088
14 0 49.049049 0.000000 0.62456153776283141 0.014351448963031168
14 1 49.049049 22.500000 0.62456153776283141 0.014351448963031168
14 2 49.049049 45.000000 0.62456153776283141 0.014351448963031168
14 3 49.049049 67.500000 0.62456153776283141 0.014351448963031168
15 0 52.552553 0.000000 0.62490182722780396 0.014519764487098935
15 1 52.552553 22.500000 0.62490182722780396 0.014519764487098935
15 2 52.552553 45.000000 0.62490182722780396 0.014519764487098935
15 3 52.552553 67.500000 0.62490182722780396 0.014519764487098935
16 0 56.056056 0.000000 0.62452588545832755 0.014678000547286966
16 1 56.056056 22.500000 0.62452588545832755 0.014678000547286966
16 2 56.056056 45.000000 0.62452588545832755 0.014678000547286966
16 3 56.056056 67.500000 0.62452588545832755 0.014678000547286966
17 0 59.559560 0.000000 0.62349796826081283 0.014798924757282242
17 1 59.559560 22.500000 0.62349796826081283 0.014798924757282242
17 2 59.559560 45.000000 0.62349796826081283 0.014798924757282242
17 3 59.559560 67.500000 0.62349796826081283 0.014798924757282242
18 0 63.063063 0.000000 0.62199503751590646 0.014861699315795033
18 1 63.063063 22.500000 0.62199503751590646 0.014861699315795033
18 2 63.063063 45.000000 0.62199503751590646 0.014861699315795033
18 3 63.063063 67.500000 0.62199503751590646 0.014861699315795033
19 0 66.566567 0.000000 0.62027594687366583 0.01485547088165522
19 1 66.566567 22.500000 0.62027594687366583 0.01485547088165522
19 2 66.566567 45.000000 0.62027594687366583 0.01485547088165522
19 3 66.566567 67.500000 0.62027594687366583 0.01485547088165522
20 0 70.070070 0.000000 0.61863653823775167 0.014781246520935931
20 1 70.070070 22.500000 0.61863653823775167 0.014781246520935931
20 2 70.070070 45.000000 0.61863653823775167 0.014781246520935931
20 3 70.070070 67.500000 0.61863653823775167 0.014781246520935931
21 0 73.573574 0.000000 0.61735865484151742 0.014651731569948144
21 1 73.573574 22.500000 0.61735865484151742 0.014651731569948144
21 2 73.573574 45.000000 0.61735865484151742 0.014651731569948144
21 3 73.573574 67.500000 0.61735865484151742 0.014651731569948144
22 0 77.077077 0.000000 0.61666191447435914 0.014489155393069898
22 1 77.077077 22.500000 0.61666191447435914 0.014489155393069898
22 2 77.077077 45.000000 0.61666191447435914 0.014489155393069898
22 3 77.077077 67.500000 0.61666191447435914 0.014489155393069898
23 0 80.580581 0.000000 0.61666635187050445 0.01432145700952492
23 1 80.580581 22.500000 0.61666635187050445 0.01432145700952492
23 2 80.580581 45.000000 0.61666635187050445 0.01432145700952492
23 3 80.580581 67.500000 0.61666635187050445 0.01432145700952492
24 0 84.084084 0.000000 0.6173720347143532 0.014177484937202799
24 1 84.084084 22.500000 0.6173720347143532 0.014177484937202799
24 2 84.084084 45.000000 0.6173720347143532 0.014177484937202799
24 3 84.084084 67.500000 0.6173720347143532 0.014177484937202799
25 0 87.587588 0.000000 0.61865892177178561 0.014082035751886022
25 1 87.587588 22.500000 0.61865892177178561 0.014082035751886022
25 2 87.587588 45.000000 0.61865892177178561 0.014082035751886022
25 3 87.587588 67.500000 0.61865892177178561 0.014082035751886022
26 0 91.091091 0.000000 0.62030700097631619 0.014051584426327972
26 1 91.091091 22.500000 0.62030700097631619 0.014051584426327972
26 2 91.091091 45.000000 0.62030700097631619 0.014051584426327972
26 3 91.091091 67.500000 0.62030700097631619 0.014051584426327972
27 0 94.594595 0.000000 0.62203351216383451 0.01409144144198375
27 1 94.594595 22.500000 0.62203351216383451 0.01409144144198375
27 2 94.594595 45.000000 0.62203351216383451 0.01409144144198375
27 3 94.594595 67.500000 0.62203351216383451 0.01409144144198375
28 0 98.098098 0.000000 0.6235412110769839 0.014194827103245575
28 1 98.098098 22.500000 0.6235412110769839 0.014194827103245575
28 2 98.098098 45.000000 0.6235412110769839 0.014194827103245575
28 3 98.098098 67.500000 0.6235412110769839 0.014194827103245575
29 0 101.601602 0.000000 0.62456959547502489 0.014344024339563983
29 1 101.601602 22.500000 0.62456959547502489 0.014344024339563983
29 2 101.601602 45.000000 0.62456959547502489 0.014344024339563983
29 3 101.601602 67.500000 0.62456959547502489 0.014344024339563983
30 0 105.105105 0.000000 0.62494022608334365 0.014513414047902762
30 1 105.105105 22.500000 0.62494022608334365 0.014513414047902762
30 2 105.105105 45.000000 0.62494022608334365 0.014513414047902762
30 3 105.105105 67.500000 0.62494022608334365 0.014513414047902762
31 0 108.608609 0.000000 0.62458804826319547 0.014673873089119166
31 1 108.608609 22.500000 0.62458804826319547 0.014673873089119166
31 2 108.608609 45.000000 0.62458804826319547 0.014673873089119166
31 3 108.608609 67.500000 0.62458804826319547 0.014673873089119166
32 0 112.112112 0.000000 0.62357297626803432 0.014797780134548662
32 1 112.112112 22.500000 0.62357297626803432 0.014797780134548662
32 2 112.112112 45.000000 0.62357297626803432 0.014797780134548662
32 3 112.112112 67.500000 0.62357297626803432 0.014797780134548662
33 0 115.615616 0.000000 0.62206956566845117 0.014863769151347028
33 1 115.615616 22.500000 0.62206956566845117 0.014863769151347028
33 2 115.615616 45.000000 0.62206956566845117 0.014863769151347028
